team,epa_2025_total_points_mean,epa_2025_total_points_sd,epa_2025_unitless,epa_2025_norm,epa_2025_conf_low,epa_2025_conf_high,epa_2025_breakdown_total_points,epa_2025_breakdown_auto_points,epa_2025_breakdown_teleop_points,epa_2025_breakdown_endgame_points,epa_2025_breakdown_auto_rp,epa_2025_breakdown_coral_rp,epa_2025_breakdown_barge_rp,epa_2025_breakdown_tiebreaker_points,epa_2025_breakdown_auto_leave_points,epa_2025_breakdown_auto_coral,epa_2025_breakdown_auto_coral_points,epa_2025_breakdown_teleop_coral,epa_2025_breakdown_teleop_coral_points,epa_2025_breakdown_coral_l1,epa_2025_breakdown_coral_l2,epa_2025_breakdown_coral_l3,epa_2025_breakdown_coral_l4,epa_2025_breakdown_total_coral_points,epa_2025_breakdown_processor_algae,epa_2025_breakdown_processor_algae_points,epa_2025_breakdown_net_algae,epa_2025_breakdown_net_algae_points,epa_2025_breakdown_total_algae_points,epa_2025_breakdown_total_game_pieces,epa_2025_breakdown_barge_points,epa_2025_breakdown_rp_1,epa_2025_breakdown_rp_2,epa_2025_breakdown_rp_3,epa_2025_stats_start,epa_2025_stats_pre_champs,epa_2025_stats_max,epa_2025_ranks_total_rank,epa_2025_ranks_total_percentile,epa_2025_ranks_total_team_count,epa_2025_ranks_country_rank,epa_2025_ranks_country_percentile,epa_2025_ranks_country_team_count,epa_2025_ranks_state_rank,epa_2025_ranks_state_percentile,epa_2025_ranks_state_team_count,epa_2025_ranks_district_rank,epa_2025_ranks_district_percentile,epa_2025_ranks_district_team_count,epa_2024_total_points_mean,epa_2024_total_points_sd,epa_2024_unitless,epa_2024_norm,epa_2024_conf_low,epa_2024_conf_high,epa_2024_breakdown_total_points,epa_2024_breakdown_auto_points,epa_2024_breakdown_teleop_points,epa_2024_breakdown_endgame_points,epa_2024_breakdown_melody_rp,epa_2024_breakdown_ensemble_rp,epa_2024_breakdown_tiebreaker_points,epa_2024_breakdown_auto_leave_points,epa_2024_breakdown_auto_notes,epa_2024_breakdown_auto_note_points,epa_2024_breakdown_teleop_notes,epa_2024_breakdown_teleop_note_points,epa_2024_breakdown_amp_notes,epa_2024_breakdown_amp_points,epa_2024_breakdown_speaker_notes,epa_2024_breakdown_speaker_points,epa_2024_breakdown_amplified_notes,epa_2024_breakdown_total_notes,epa_2024_breakdown_total_note_points,epa_2024_breakdown_endgame_park_points,epa_2024_breakdown_endgame_on_stage_points,epa_2024_breakdown_endgame_harmony_points,epa_2024_breakdown_endgame_trap_points,epa_2024_breakdown_endgame_spotlight_points,epa_2024_breakdown_rp_1,epa_2024_breakdown_rp_2,epa_2024_stats_start,epa_2024_stats_pre_champs,epa_2024_stats_max,epa_2024_ranks_total_rank,epa_2024_ranks_total_percentile,epa_2024_ranks_total_team_count,epa_2024_ranks_country_rank,epa_2024_ranks_country_percentile,epa_2024_ranks_country_team_count,epa_2024_ranks_state_rank,epa_2024_ranks_state_percentile,epa_2024_ranks_state_team_count,epa_2024_ranks_district_rank,epa_2024_ranks_district_percentile,epa_2024_ranks_district_team_count
1148,37.89,7.58,1569.0,1611.0,-1.03,1.08,37.89,5.95,27.53,4.41,0.2362,-0.1199,0.11209,-0.03,3.46,0.39,2.49,5.45,23.3,0.59,0.48,1.16,3.54,25.79,0.32,0.96,0.82,3.27,4.23,6.91,4.41,0.2362,-0.1199,0.11209,34.2,37.89,39.63,454,0.8778,3715,364,0.8766,2949,44,0.8483,290,189,0.9038,1964,33.02,5.63,1720.0,1655.0,-0.66,1.04,33.02,8.77,20.64,3.6,0.5043,0.2859,0.16,1.02,1.57,7.76,7.31,20.64,3.68,3.72,5.2,24.68,3.22,8.89,28.4,0.51,1.6,0.01,1.36,0.13,0.5043,0.2859,14.03,33.02,33.02,235.0,0.9324,3477.0,206.0,0.9268,2813.0,22.0,0.922,282.0,88.0,0.9512,1804.0
1153,46.89,6.76,1631.0,1672.0,-0.93,1.02,46.89,6.59,32.15,8.16,0.2281,0.0282,0.43384,0.1,2.97,0.64,3.61,4.93,18.84,0.59,0.77,3.21,1.02,22.45,0.33,0.99,3.08,12.33,13.31,9.01,8.16,0.2281,0.0282,0.43384,34.29,46.89,49.56,202,0.9456,3712,156,0.9471,2947,10,0.8571,70,18,0.9058,191,31.57,3.96,1702.0,1638.0,-1.0,0.74,31.57,13.1,15.56,2.91,0.406,0.3449,0.34,2.05,2.21,11.05,5.91,15.56,1.97,1.98,6.15,24.63,1.9,8.12,26.61,-0.03,2.71,0.36,-0.18,0.05,0.406,0.3449,19.72,33.07,33.66,294.0,0.9154,3477.0,258.0,0.9083,2813.0,9.0,0.8696,69.0,26.0,0.8571,182.0
1155,18.77,5.3,1440.0,1479.0,-1.08,1.1,18.77,3.81,14.14,0.82,0.0228,-0.135,-0.03838,-0.04,2.34,0.21,1.47,2.18,11.1,-0.13,0.07,0.07,2.39,12.57,0.45,1.35,0.42,1.69,3.04,3.26,0.82,0.0228,-0.135,-0.03838,27.88,18.77,18.77,2015,0.4572,3712,1662,0.436,2947,87,0.4238,151,1039,0.4702,1961,26.05,6.53,1635.0,1592.0,-0.67,1.07,26.05,8.65,15.01,2.4,0.2933,-0.038,0.2,1.8,1.37,6.85,5.77,15.01,1.81,1.81,5.33,20.05,1.76,7.14,21.86,0.29,1.49,0.2,0.36,0.06,0.2933,-0.038,11.33,26.05,26.05,542.0,0.8441,3477.0,469.0,0.8333,2813.0,23.0,0.8403,144.0,214.0,0.8814,1804.0
1156,33.62,5.6,1540.0,1586.0,-1.09,1.11,33.62,9.31,21.42,2.89,0.4018,-0.107,-0.07987,0.03,3.87,0.86,5.44,5.16,21.84,0.76,0.51,0.7,3.92,27.29,-0.01,-0.03,-0.1,-0.4,-0.42,5.78,2.89,0.4018,-0.107,-0.07987,38.42,33.62,33.83,607,0.8365,3712,5,0.9275,69,87,0.8479,572,272,0.8613,1961,37.43,4.69,1774.0,1712.0,-0.77,0.99,37.43,13.24,22.4,1.79,0.5575,0.1044,0.43,1.18,2.41,12.06,7.11,22.4,3.51,3.51,6.01,30.94,3.9,9.52,34.46,0.4,1.26,0.21,-0.06,-0.02,0.5575,0.1044,15.93,33.52,37.43,131.0,0.9623,3477.0,1.0,0.9821,56.0,11.0,0.9763,464.0,48.0,0.9734,1804.0
1159,10.13,4.18,1381.0,1400.0,-0.89,0.9,10.13,2.64,7.37,0.12,0.182,-0.1553,-0.04962,-0.03,2.64,0.02,-0.0,2.46,8.83,0.16,0.48,2.17,-0.32,8.83,-0.21,-0.63,-0.21,-0.82,-1.46,2.07,0.12,0.182,-0.1553,-0.04962,16.82,10.13,10.78,3384,0.0891,3715,2711,0.0807,2949,273,0.0586,290,1811,0.0779,1964,7.65,5.07,1410.0,1426.0,-0.7,1.07,7.65,2.75,4.09,0.81,-0.0251,-0.0051,0.06,0.39,0.46,2.36,1.99,4.09,0.1,0.09,2.35,6.37,0.08,2.46,6.46,0.66,0.1,0.1,-0.09,0.04,-0.0251,-0.0051,10.61,7.65,7.65,2837.0,0.1841,3477.0,2325.0,0.1735,2813.0,240.0,0.1489,282.0,1456.0,0.1929,1804.0
1160,23.9,6.49,1475.0,1518.0,-0.92,1.07,23.9,7.62,13.28,3.0,0.3993,-0.1336,0.14046,0.13,3.38,0.6,4.25,2.75,13.32,-0.06,0.05,0.71,2.74,17.57,0.11,0.32,-0.09,-0.36,-0.04,3.46,3.0,0.3993,-0.1336,0.14046,26.46,23.9,23.9,1346,0.6374,3712,1110,0.6233,2947,124,0.5724,290,657,0.665,1961,19.13,3.75,1550.0,1539.0,-0.92,0.84,19.13,5.28,11.07,2.77,0.0484,0.1701,0.29,0.92,0.89,4.37,4.56,11.07,1.65,1.69,3.8,13.75,1.19,5.45,15.44,0.28,1.64,0.24,0.27,0.34,0.0484,0.1701,14.99,18.46,20.23,1123.0,0.677,3477.0,963.0,0.6577,2813.0,107.0,0.6206,282.0,502.0,0.7217,1804.0
1164,20.21,7.32,1449.0,1490.0,-0.84,1.14,20.21,3.45,15.01,1.75,0.2228,-0.1266,0.12341,-0.05,2.5,0.22,0.95,3.53,16.23,-0.02,0.52,0.44,2.66,17.19,0.04,0.11,-0.33,-1.33,-1.23,3.31,1.75,0.2228,-0.1266,0.12341,22.83,20.21,21.66,1798,0.5156,3712,1481,0.4975,2947,1,0.9231,13,68,0.6383,188,15.89,3.84,1511.0,1512.0,-0.73,1.02,15.89,4.47,9.54,1.88,0.0262,-0.0383,0.08,1.29,0.63,3.19,4.19,9.54,1.66,1.65,3.16,11.07,0.94,4.82,12.72,0.46,1.25,0.01,-0.04,0.2,0.0262,-0.0383,10.37,15.89,16.21,1508.0,0.5663,3477.0,1285.0,0.5432,2813.0,2.0,0.8571,14.0,66.0,0.6489,188.0
1165,12.51,7.02,1397.0,1424.0,-0.95,0.99,12.51,5.48,4.5,2.53,0.208,-0.1356,0.22654,0.01,3.57,0.26,1.91,1.11,5.29,0.12,-0.29,0.5,1.07,7.21,-0.33,-1.0,0.05,0.21,-0.8,1.12,2.53,0.208,-0.1356,0.22654,24.7,12.51,12.51,3080,0.1703,3712,2493,0.1541,2947,38,0.1739,46,1657,0.155,1961,19.81,3.54,1559.0,1544.0,-0.76,0.99,19.81,6.01,12.44,1.36,0.3796,0.0778,0.17,1.36,0.93,4.66,5.33,12.44,0.89,0.89,5.37,16.21,0.89,6.26,17.1,0.63,0.79,-0.01,-0.07,0.02,0.3796,0.0778,9.52,19.81,19.81,1054.0,0.6969,3477.0,906.0,0.6779,2813.0,9.0,0.7907,43.0,464.0,0.7428,1804.0
1168,40.59,7.43,1588.0,1629.0,-0.74,1.01,40.59,12.13,23.17,5.29,0.3767,-0.0543,0.26138,0.0,3.07,1.29,9.06,5.08,22.58,-0.2,0.89,1.69,4.02,31.64,-0.11,-0.33,0.23,0.92,0.59,6.52,5.29,0.3767,-0.0543,0.26138,29.88,40.59,40.59,372,0.8999,3715,294,0.9003,2949,10,0.863,73,20,0.8561,139,30.39,5.05,1688.0,1626.0,-1.03,0.7,30.39,11.55,18.3,0.54,0.3807,-0.0632,0.35,1.95,1.93,9.6,6.48,18.3,2.11,2.12,6.3,25.78,2.48,8.41,27.9,0.35,0.0,0.04,0.1,0.05,0.3807,-0.0632,12.4,33.61,36.91,323.0,0.9071,3477.0,284.0,0.899,2813.0,8.0,0.8667,60.0,16.0,0.874,127.0
1178,17.06,4.42,1428.0,1464.0,-0.97,1.19,17.06,2.91,10.69,3.46,0.0611,-0.1326,0.0225,0.12,2.57,0.18,0.35,1.24,4.65,0.16,0.74,-0.43,0.71,4.99,1.13,3.4,0.66,2.64,6.04,2.97,3.46,0.0611,-0.1326,0.0225,18.64,17.06,17.06,2412,0.3502,3712,1979,0.3285,2947,46,0.3134,67,1296,0.3391,1961,8.74,2.6,1424.0,1440.0,-1.08,1.02,8.74,2.4,5.1,1.23,-0.0429,-0.0559,0.18,1.48,0.18,0.92,3.12,5.1,2.07,2.07,1.23,3.96,0.31,3.3,6.03,0.58,0.43,-0.01,0.25,-0.02,-0.0429,-0.0559,11.96,8.74,9.35,2610.0,0.2494,3477.0,2139.0,0.2396,2813.0,53.0,0.1846,65.0,1327.0,0.2644,1804.0
1188,34.79,5.53,1548.0,1594.0,-0.85,1.11,34.79,4.75,27.87,2.17,0.4525,-0.1338,0.11116,0.13,3.12,0.41,1.63,6.27,27.34,0.69,0.49,1.02,4.18,28.97,0.34,1.03,-0.13,-0.5,0.53,6.62,2.17,0.4525,-0.1338,0.11116,25.59,34.79,34.79,561,0.8489,3712,453,0.8463,2947,90,0.8299,529,90,0.8299,529,18.72,4.07,1545.0,1536.0,-1.01,0.74,18.72,8.91,7.99,1.82,0.1047,0.0436,0.13,1.45,1.49,7.46,3.98,7.99,1.48,1.48,3.99,13.96,0.5,5.47,15.44,0.35,1.37,0.09,-0.13,0.15,0.1047,0.0436,14.94,18.72,22.19,1169.0,0.6638,3477.0,1002.0,0.6438,2813.0,181.0,0.6458,511.0,181.0,0.6458,511.0
1189,40.02,3.5,1584.0,1629.0,-1.96,1.96,40.02,8.19,27.2,4.62,0.2149,-0.0691,0.16521,0.06,4.19,0.68,4.0,5.86,23.14,0.99,0.88,1.5,3.0,27.14,0.49,1.48,0.65,2.58,4.06,7.51,4.62,0.2149,-0.0691,0.16521,40.02,40.02,40.02,369,0.9006,3712,290,0.9016,2947,57,0.8922,529,57,0.8922,529,38.34,3.76,1785.0,1722.0,-0.77,0.98,38.34,12.05,24.77,1.51,0.6323,-0.0814,0.45,1.66,2.07,10.39,7.85,24.77,2.9,2.9,7.02,32.26,3.99,9.92,35.16,0.67,0.9,-0.01,-0.15,0.1,0.6323,-0.0814,19.58,33.9,38.89,119.0,0.9658,3477.0,101.0,0.9641,2813.0,17.0,0.9667,511.0,17.0,0.9667,511.0
1197,71.7,11.96,1799.0,1833.0,-0.87,1.19,71.7,21.08,42.48,8.15,0.3843,-0.1208,0.54358,-0.03,2.92,2.59,18.16,8.11,34.87,-0.61,1.82,4.07,5.42,53.03,-0.12,-0.37,2.0,7.99,7.62,12.79,8.15,0.3843,-0.1208,0.54358,25.83,71.7,71.7,21,0.9943,3715,15,0.9949,2949,7,0.9759,290,10,0.9949,1964,23.14,4.21,1599.0,1570.0,-0.75,1.03,23.14,10.07,9.68,3.39,0.4457,0.139,0.27,1.43,1.74,8.63,4.97,9.68,1.4,1.42,5.31,16.9,0.37,6.71,18.31,0.32,2.21,0.39,0.41,0.07,0.4457,0.139,12.77,23.14,23.33,765.0,0.78,3477.0,667.0,0.7629,2813.0,75.0,0.734,282.0,323.0,0.821,1804.0
1208,18.99,8.28,1441.0,1480.0,-1.31,0.74,18.99,2.59,12.3,4.09,-0.0213,0.0401,0.26111,0.12,1.99,0.17,0.6,3.4,10.45,1.07,1.6,0.24,0.51,11.06,0.23,0.69,0.29,1.16,1.85,3.95,4.09,-0.0213,0.0401,0.26111,28.22,18.99,23.43,1974,0.4682,3712,1630,0.4469,2947,39,0.339,59,1010,0.485,1961,28.18,4.7,1661.0,1609.0,-0.71,1.03,28.18,8.57,18.78,0.84,0.4262,-0.1618,0.22,1.41,1.43,7.16,7.6,18.78,1.85,1.84,7.19,24.1,1.81,9.03,25.94,0.81,0.01,0.13,-0.15,0.03,0.4262,-0.1618,9.97,28.18,28.18,416.0,0.8804,3477.0,364.0,0.8706,2813.0,12.0,0.7778,54.0,161.0,0.9108,1804.0
1209,28.31,3.5,1504.0,1549.0,-1.96,1.96,28.31,5.79,19.25,3.27,0.152,-0.0768,0.11605,0.04,2.96,0.48,2.83,4.15,16.37,0.7,0.62,1.06,2.12,19.2,0.35,1.05,0.46,1.82,2.88,5.32,3.27,0.152,-0.0768,0.11605,28.31,28.31,28.31,925,0.7508,3712,755,0.7438,2947,4,0.9,40,425,0.7833,1961,24.79,5.44,1619.0,1583.0,-0.69,1.05,24.79,7.91,16.66,0.22,0.3106,-0.1205,0.06,1.16,1.36,6.75,6.62,16.66,1.67,1.69,6.3,21.72,1.69,7.98,23.41,0.65,-0.33,0.0,-0.11,-0.0,0.3106,-0.1205,12.31,24.79,25.1,634.0,0.8177,3477.0,548.0,0.8052,2813.0,4.0,0.8919,37.0,266.0,0.8525,1804.0
1212,25.43,6.22,1485.0,1529.0,-0.76,1.18,25.43,2.83,16.14,6.46,0.19,-0.1421,0.27707,0.03,3.16,-0.11,-0.33,3.94,16.49,0.09,0.48,2.01,1.37,16.16,0.22,0.65,-0.25,-1.0,-0.35,3.92,6.46,0.19,-0.1421,0.27707,20.97,25.43,25.83,1196,0.6778,3712,986,0.6654,2947,10,0.7826,46,573,0.7078,1961,11.93,3.63,1463.0,1476.0,-1.0,1.1,11.93,3.03,8.61,0.3,0.0509,-0.11,0.27,0.69,0.47,2.34,4.01,8.61,1.02,1.02,3.46,9.93,0.53,4.48,10.95,0.49,-0.19,0.01,-0.0,-0.01,0.0509,-0.11,11.76,11.93,11.93,2046.0,0.4116,3477.0,1709.0,0.3925,2813.0,24.0,0.4419,43.0,1003.0,0.444,1804.0
1218,56.58,6.19,1696.0,1732.0,-0.77,0.99,56.58,13.01,35.89,7.68,0.5149,0.2945,0.46546,0.03,3.27,1.45,9.74,8.56,34.49,1.36,1.03,2.16,5.36,44.22,0.36,1.08,0.08,0.33,1.41,10.35,7.68,0.5149,0.2945,0.46546,33.72,56.58,56.58,115,0.969,3715,91,0.9691,2949,3,0.9589,73,5,0.964,139,30.62,5.27,1691.0,1628.0,-0.72,1.02,30.62,10.7,15.59,4.33,0.2442,0.2468,0.29,2.23,1.69,8.46,5.33,15.59,2.14,2.15,4.88,21.91,2.35,7.03,24.05,0.12,3.03,0.32,0.74,0.13,0.2442,0.2468,18.09,29.24,30.62,317.0,0.9088,3477.0,278.0,0.9012,2813.0,7.0,0.8833,60.0,15.0,0.8819,127.0
1220,18.04,3.5,1435.0,1473.0,-1.96,1.96,18.04,3.69,12.26,2.08,0.0967,-0.0835,0.07291,0.03,1.89,0.31,1.8,2.64,10.43,0.44,0.4,0.68,1.35,12.23,0.22,0.67,0.29,1.16,1.83,3.39,2.08,0.0967,-0.0835,0.07291,18.04,18.04,18.04,2126,0.4273,3712,1751,0.4058,2947,49,0.3,70,1103,0.4375,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,20.55,6.05,1452.0,1492.0,-0.74,1.01,20.55,5.04,14.24,1.27,0.2072,-0.1825,0.12173,0.01,3.21,0.29,1.83,3.06,13.22,0.57,-0.3,0.93,2.08,15.05,0.39,1.16,-0.04,-0.14,1.02,3.63,1.27,0.2072,-0.1825,0.12173,13.6,20.55,20.97,1794,0.5171,3715,1477,0.4992,2949,35,0.5977,87,35,0.5977,87,6.97,4.17,1402.0,1416.0,-0.96,0.79,6.97,4.63,1.03,1.31,-0.1467,0.0411,0.23,0.48,0.83,4.14,0.53,1.03,0.68,0.68,0.68,4.49,0.21,1.36,5.17,0.61,0.62,0.05,0.0,0.03,-0.1467,0.0411,6.47,6.97,9.08,2970.0,0.1458,3477.0,2432.0,0.1354,2813.0,63.0,0.1818,77.0,63.0,0.1818,77.0
1229,22.5,6.24,1465.0,1508.0,-0.94,1.05,22.5,4.25,16.39,1.86,0.2453,-0.0444,0.04709,-0.02,2.25,0.53,1.99,3.61,14.56,0.5,0.55,0.99,1.72,16.56,0.04,0.11,0.43,1.72,1.83,4.21,1.86,0.2453,-0.0444,0.04709,18.04,22.5,23.54,1511,0.5929,3712,83,0.5699,193,62,0.5231,130,62,0.5231,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,50.55,9.38,1655.0,1697.0,-0.89,0.87,50.55,14.0,36.3,0.26,0.4325,0.0476,0.02872,-0.04,2.78,1.56,11.22,7.68,32.29,0.34,1.02,2.99,4.89,43.51,0.26,0.78,0.81,3.23,4.0,10.32,0.26,0.4325,0.0476,0.02872,33.62,50.55,54.35,158,0.9574,3712,10,0.9482,193,10,0.9231,130,10,0.9231,130,26.9,6.11,1645.0,1599.0,-0.7,1.03,26.9,7.82,17.31,1.77,0.1665,0.1628,0.38,1.66,1.22,6.16,5.75,17.31,2.84,2.83,4.12,20.65,2.89,6.97,23.47,0.48,1.08,0.06,-0.02,0.16,0.1665,0.1628,22.26,22.46,29.95,489.0,0.8594,3477.0,31.0,0.845,200.0,28.0,0.7941,136.0,28.0,0.7941,136.0
1247,13.07,5.33,1401.0,1429.0,-1.18,0.83,13.07,4.39,5.92,2.76,0.2739,-0.1359,0.09434,-0.03,2.48,0.27,1.91,1.23,6.47,-0.29,0.13,0.29,1.38,8.38,-0.26,-0.77,0.06,0.22,-0.54,1.31,2.76,0.2739,-0.1359,0.09434,15.85,13.07,17.27,3006,0.1902,3712,2438,0.1727,2947,32,0.1579,38,167,0.1257,191,6.76,2.86,1399.0,1413.0,-0.82,0.96,6.76,4.42,1.58,0.77,-0.094,-0.0448,0.05,0.92,0.7,3.5,1.11,1.58,0.05,0.05,1.76,5.03,-0.2,1.81,5.07,0.62,0.09,-0.07,0.15,-0.03,-0.094,-0.0448,10.16,6.76,7.51,3009.0,0.1346,3477.0,2459.0,0.1258,2813.0,36.0,0.1,40.0,174.0,0.044,182.0
1250,22.51,7.16,1465.0,1508.0,-0.83,1.1,22.51,6.08,13.14,3.28,0.2036,-0.1374,0.04932,-0.03,2.85,0.55,3.23,2.77,11.73,0.64,-0.1,0.42,2.19,14.97,0.27,0.82,0.15,0.59,1.41,3.6,3.28,0.2036,-0.1374,0.04932,31.99,22.51,23.46,1508,0.5938,3712,1233,0.5816,2947,233,0.5595,529,233,0.5595,529,28.28,5.22,1662.0,1609.0,-0.71,1.02,28.28,8.18,17.01,3.09,0.2751,0.1213,0.3,1.77,1.32,6.41,5.63,17.01,3.21,3.27,3.74,20.15,2.96,6.95,23.42,0.21,2.34,0.4,0.04,0.1,0.2751,0.1213,15.92,32.36,33.77,412.0,0.8815,3477.0,360.0,0.872,2813.0,79.0,0.8454,511.0,79.0,0.8454,511.0
1255,18.23,3.5,1436.0,1474.0,-1.96,1.96,18.23,3.73,12.39,2.11,0.0977,-0.0834,0.07373,0.03,1.91,0.31,1.82,2.67,10.54,0.45,0.4,0.68,1.37,12.36,0.22,0.67,0.29,1.17,1.85,3.42,2.11,0.0977,-0.0834,0.07373,18.23,18.23,18.23,2095,0.4356,3712,1726,0.4143,2947,80,0.5429,175,82,0.5638,188,7.31,3.66,1406.0,1421.0,-0.73,1.02,7.31,2.47,2.86,1.98,-0.2094,0.0015,0.09,1.08,0.28,1.39,0.97,2.86,0.64,0.64,0.61,3.6,0.52,1.25,4.25,0.42,1.69,0.19,-0.43,0.11,-0.2094,0.0015,13.43,7.31,7.31,2890.0,0.1688,3477.0,2371.0,0.1571,2813.0,126.0,0.2759,174.0,135.0,0.2819,188.0
1257,26.65,6.14,1493.0,1538.0,-0.93,1.05,26.65,5.65,18.6,2.39,0.4603,0.0518,0.07178,0.12,3.05,0.65,2.6,5.31,17.22,1.79,1.34,1.34,1.03,19.82,0.54,1.63,-0.06,-0.25,1.39,5.98,2.39,0.4603,0.0518,0.07178,20.4,26.65,27.69,1070,0.7117,3712,881,0.7011,2947,24,0.7419,93,45,0.6763,139,12.06,2.85,1464.0,1477.0,-0.81,0.95,12.06,4.77,6.73,0.56,-0.1162,-0.0305,0.29,0.88,0.79,3.89,2.41,6.73,1.97,1.98,1.23,8.64,1.29,3.2,10.62,0.68,-0.23,-0.06,0.03,0.14,-0.1162,-0.0305,11.67,12.06,12.06,2030.0,0.4162,3477.0,1698.0,0.3964,2813.0,54.0,0.3793,87.0,83.0,0.3465,127.0
1259,25.67,3.5,1487.0,1531.0,-1.96,1.96,25.67,5.25,17.45,2.96,0.1378,-0.0785,0.10499,0.04,2.69,0.44,2.57,3.76,14.85,0.63,0.57,0.96,1.92,17.41,0.32,0.95,0.41,1.65,2.61,4.82,2.96,0.1378,-0.0785,0.10499,25.67,25.67,25.67,1169,0.6851,3712,962,0.6736,2947,27,0.6143,70,558,0.7155,1961,18.95,3.72,1548.0,1537.0,-0.89,0.91,18.95,7.25,10.28,1.41,0.2552,0.1219,0.2,1.66,1.14,5.59,4.14,10.28,1.59,1.63,3.69,14.25,1.19,5.28,15.88,0.74,0.53,0.11,0.01,0.03,0.2552,0.1219,14.15,18.95,21.2,1144.0,0.671,3477.0,980.0,0.6516,2813.0,27.0,0.5909,66.0,518.0,0.7129,1804.0
1261,33.08,5.86,1537.0,1579.0,-1.08,0.85,33.08,8.23,22.23,2.62,0.2574,-0.1308,0.11783,0.0,3.4,0.75,4.83,4.56,20.86,0.23,0.38,0.53,4.08,25.69,0.38,1.15,0.06,0.22,1.37,5.66,2.62,0.2574,-0.1308,0.11783,43.31,33.08,34.07,659,0.8226,3715,536,0.8182,2949,7,0.9067,75,7,0.9067,75,43.08,6.35,1843.0,1777.0,-0.73,1.01,43.08,12.63,28.48,1.98,0.6005,0.0142,0.23,1.53,2.24,11.1,9.51,28.48,3.06,3.09,8.69,36.49,4.16,11.75,39.58,0.54,1.25,0.02,0.16,0.02,0.6005,0.0142,18.81,35.53,43.56,47.0,0.9865,3477.0,38.0,0.9865,2813.0,3.0,0.9583,72.0,3.0,0.9691,97.0
1262,19.23,3.58,1443.0,1482.0,-0.96,1.02,19.23,4.35,13.4,1.49,0.1111,-0.136,0.05225,0.06,3.05,0.23,1.3,3.78,13.81,0.0,1.48,2.19,0.29,15.11,-0.04,-0.12,-0.07,-0.3,-0.42,3.85,1.49,0.1111,-0.136,0.05225,24.55,19.23,19.62,1939,0.4776,3712,1600,0.4571,2947,36,0.4627,67,56,0.5,112,20.25,4.08,1564.0,1548.0,-0.77,0.98,20.25,7.08,10.02,3.15,0.1243,0.1346,0.32,0.36,1.36,6.72,4.36,10.02,0.88,0.91,4.85,15.84,0.71,5.73,16.75,0.33,2.44,0.33,0.06,-0.0,0.1243,0.1346,12.31,20.25,20.25,1013.0,0.7087,3477.0,870.0,0.6907,2813.0,23.0,0.6349,63.0,33.0,0.6827,104.0
1277,19.4,5.03,1444.0,1484.0,-1.01,0.98,19.4,1.96,12.85,4.59,0.207,-0.1445,0.2169,-0.07,2.47,-0.09,-0.52,2.67,11.87,0.45,0.07,-0.07,2.14,11.35,0.11,0.34,0.16,0.65,0.98,2.87,4.59,0.207,-0.1445,0.2169,23.88,19.4,21.41,1918,0.4833,3712,1581,0.4635,2947,49,0.3,70,126,0.3403,191,16.4,3.79,1517.0,1517.0,-0.9,0.87,16.4,4.72,9.12,2.56,0.1027,0.1883,0.12,1.36,0.67,3.36,4.41,9.12,1.02,1.02,4.06,11.46,0.44,5.08,12.48,0.29,1.79,0.42,-0.08,0.13,0.1027,0.1883,12.1,16.4,19.06,1443.0,0.585,3477.0,1233.0,0.5617,2813.0,47.0,0.3188,69.0,116.0,0.3626,182.0
1279,22.71,4.13,1466.0,1509.0,-0.93,1.05,22.71,5.02,15.92,1.78,0.2384,-0.126,-0.03832,0.02,3.38,0.42,1.64,1.62,6.93,0.47,-0.14,0.11,1.31,8.57,0.08,0.23,2.19,8.75,8.98,4.0,1.78,0.2384,-0.126,-0.03832,25.02,22.71,22.92,1480,0.6013,3712,1212,0.5887,2947,33,0.6452,93,56,0.5971,139,15.32,4.93,1504.0,1508.0,-1.04,0.68,15.32,6.35,7.76,1.2,-0.0812,0.0398,0.25,1.47,0.97,4.88,3.98,7.76,0.75,0.73,4.2,11.91,0.19,4.95,12.64,0.42,0.95,0.25,-0.39,-0.03,-0.0812,0.0398,15.35,22.08,22.95,1572.0,0.5479,3477.0,1338.0,0.5244,2813.0,40.0,0.5402,87.0,65.0,0.4882,127.0
1280,4.25,5.73,1341.0,1343.0,-1.04,1.19,4.25,2.85,0.33,1.07,0.1284,-0.1291,-0.10539,-0.0,1.18,0.29,1.67,-0.76,-1.15,-0.43,-0.37,-0.48,0.77,0.53,0.05,0.16,0.33,1.31,1.47,-0.13,1.07,0.1284,-0.1291,-0.10539,21.87,4.25,4.25,3673,0.0105,3712,2917,0.0102,2947,287,0.0103,290,1940,0.0107,1961,16.15,3.69,1514.0,1515.0,-0.88,0.88,16.15,5.05,9.84,1.27,0.2242,0.0841,0.21,1.07,0.81,3.98,4.66,9.84,1.68,1.7,3.79,12.12,0.73,5.47,13.82,0.38,0.83,-0.01,0.01,0.05,0.2242,0.0841,9.33,16.15,16.17,1472.0,0.5766,3477.0,1257.0,0.5531,2813.0,136.0,0.5177,282.0,682.0,0.622,1804.0
